,quoted_status,quoted_status_id,quoted_status_id_str,text,user,conv_timestamp,sent_compound,sent_positive,sent_neutral,sent_negative
96,,,,Mario Balotelli condemns Italy's first black senator https://t.co/gI4nuTdrJ0,"{'id': 742143, 'id_str': '742143', 'name': 'BBC News (World)', 'screen_name': 'BBCWorld', 'location': 'London, UK', 'description': ""News, features and analysis from the World's newsroom. Breaking news, follow @BBCBreaking. UK news, @BBCNews. Latest sports news @BBCSport"", 'url': 'https://t.co/7NEgoMwJy3', 'entities': {'url': {'urls': [{'url': 'https://t.co/7NEgoMwJy3', 'expanded_url': 'http://www.bbc.com/news', 'display_url': 'bbc.com/news', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 22804728, 'friends_count': 85, 'listed_count': 108093, 'created_at': 'Thu Feb 01 07:44:29 +0000 2007', 'favourites_count': 9, 'utc_offset': 0, 'time_zone': 'London', 'geo_enabled': False, 'verified': True, 'statuses_count': 274821, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': 'FFFFFF', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/459295591915204608/P0byaGJj.jpeg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/459295591915204608/P0byaGJj.jpeg', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/875702138680246273/BfQLzf7G_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/875702138680246273/BfQLzf7G_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/742143/1485172490', 'profile_link_color': '1F527B', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'FFFFFF', 'profile_text_color': '5A5A5A', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",Wed Mar 07 12:32:48 +0000 2018,-0.5106,0.0,0.68,0.32
97,,,,S Korean envoys 'to take message from Kim to US' https://t.co/jkurPiyxQp,"{'id': 742143, 'id_str': '742143', 'name': 'BBC News (World)', 'screen_name': 'BBCWorld', 'location': 'London, UK', 'description': ""News, features and analysis from the World's newsroom. Breaking news, follow @BBCBreaking. UK news, @BBCNews. Latest sports news @BBCSport"", 'url': 'https://t.co/7NEgoMwJy3', 'entities': {'url': {'urls': [{'url': 'https://t.co/7NEgoMwJy3', 'expanded_url': 'http://www.bbc.com/news', 'display_url': 'bbc.com/news', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 22804728, 'friends_count': 85, 'listed_count': 108093, 'created_at': 'Thu Feb 01 07:44:29 +0000 2007', 'favourites_count': 9, 'utc_offset': 0, 'time_zone': 'London', 'geo_enabled': False, 'verified': True, 'statuses_count': 274821, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': 'FFFFFF', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/459295591915204608/P0byaGJj.jpeg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/459295591915204608/P0byaGJj.jpeg', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/875702138680246273/BfQLzf7G_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/875702138680246273/BfQLzf7G_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/742143/1485172490', 'profile_link_color': '1F527B', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'FFFFFF', 'profile_text_color': '5A5A5A', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",Wed Mar 07 12:10:24 +0000 2018,0.0,0.0,1.0,0.0
98,,,,Belgium sexism law: Man who insulted officer first to be convicted https://t.co/ZcI4oU9b58,"{'id': 742143, 'id_str': '742143', 'name': 'BBC News (World)', 'screen_name': 'BBCWorld', 'location': 'London, UK', 'description': ""News, features and analysis from the World's newsroom. Breaking news, follow @BBCBreaking. UK news, @BBCNews. Latest sports news @BBCSport"", 'url': 'https://t.co/7NEgoMwJy3', 'entities': {'url': {'urls': [{'url': 'https://t.co/7NEgoMwJy3', 'expanded_url': 'http://www.bbc.com/news', 'display_url': 'bbc.com/news', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 22804728, 'friends_count': 85, 'listed_count': 108093, 'created_at': 'Thu Feb 01 07:44:29 +0000 2007', 'favourites_count': 9, 'utc_offset': 0, 'time_zone': 'London', 'geo_enabled': False, 'verified': True, 'statuses_count': 274821, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': 'FFFFFF', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/459295591915204608/P0byaGJj.jpeg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/459295591915204608/P0byaGJj.jpeg', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/875702138680246273/BfQLzf7G_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/875702138680246273/BfQLzf7G_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/742143/1485172490', 'profile_link_color': '1F527B', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'FFFFFF', 'profile_text_color': '5A5A5A', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",Wed Mar 07 11:48:19 +0000 2018,-0.5106,0.0,0.769,0.231
99,,,,RT @bbcstories: This is the most hardcore baptism you’ll ever see - a mum carrying her baby to a church up a near-vertical cliff face 😱😱😱 h…,"{'id': 742143, 'id_str': '742143', 'name': 'BBC News (World)', 'screen_name': 'BBCWorld', 'location': 'London, UK', 'description': ""News, features and analysis from the World's newsroom. Breaking news, follow @BBCBreaking. UK news, @BBCNews. Latest sports news @BBCSport"", 'url': 'https://t.co/7NEgoMwJy3', 'entities': {'url': {'urls': [{'url': 'https://t.co/7NEgoMwJy3', 'expanded_url': 'http://www.bbc.com/news', 'display_url': 'bbc.com/news', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 22804728, 'friends_count': 85, 'listed_count': 108093, 'created_at': 'Thu Feb 01 07:44:29 +0000 2007', 'favourites_count': 9, 'utc_offset': 0, 'time_zone': 'London', 'geo_enabled': False, 'verified': True, 'statuses_count': 274821, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': 'FFFFFF', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/459295591915204608/P0byaGJj.jpeg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/459295591915204608/P0byaGJj.jpeg', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/875702138680246273/BfQLzf7G_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/875702138680246273/BfQLzf7G_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/742143/1485172490', 'profile_link_color': '1F527B', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'FFFFFF', 'profile_text_color': '5A5A5A', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",Wed Mar 07 11:43:00 +0000 2018,0.0,0.0,1.0,0.0
100,,,,"RT @BBCNews: Cuteness overload!

First polar bear cub born in UK for 25 years emerges from its den

https://t.co/qCyLjgW8IA https://t.co/rP…","{'id': 742143, 'id_str': '742143', 'name': 'BBC News (World)', 'screen_name': 'BBCWorld', 'location': 'London, UK', 'description': ""News, features and analysis from the World's newsroom. Breaking news, follow @BBCBreaking. UK news, @BBCNews. Latest sports news @BBCSport"", 'url': 'https://t.co/7NEgoMwJy3', 'entities': {'url': {'urls': [{'url': 'https://t.co/7NEgoMwJy3', 'expanded_url': 'http://www.bbc.com/news', 'display_url': 'bbc.com/news', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 22804728, 'friends_count': 85, 'listed_count': 108093, 'created_at': 'Thu Feb 01 07:44:29 +0000 2007', 'favourites_count': 9, 'utc_offset': 0, 'time_zone': 'London', 'geo_enabled': False, 'verified': True, 'statuses_count': 274821, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': 'FFFFFF', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/459295591915204608/P0byaGJj.jpeg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/459295591915204608/P0byaGJj.jpeg', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/875702138680246273/BfQLzf7G_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/875702138680246273/BfQLzf7G_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/742143/1485172490', 'profile_link_color': '1F527B', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'FFFFFF', 'profile_text_color': '5A5A5A', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",Wed Mar 07 11:18:38 +0000 2018,0.2714,0.149,0.747,0.104
101,,,,Brexit: EU Parliament sets out stance on future UK relations https://t.co/miJGhZkBYR,"{'id': 742143, 'id_str': '742143', 'name': 'BBC News (World)', 'screen_name': 'BBCWorld', 'location': 'London, UK', 'description': ""News, features and analysis from the World's newsroom. Breaking news, follow @BBCBreaking. UK news, @BBCNews. Latest sports news @BBCSport"", 'url': 'https://t.co/7NEgoMwJy3', 'entities': {'url': {'urls': [{'url': 'https://t.co/7NEgoMwJy3', 'expanded_url': 'http://www.bbc.com/news', 'display_url': 'bbc.com/news', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 22804728, 'friends_count': 85, 'listed_count': 108093, 'created_at': 'Thu Feb 01 07:44:29 +0000 2007', 'favourites_count': 9, 'utc_offset': 0, 'time_zone': 'London', 'geo_enabled': False, 'verified': True, 'statuses_count': 274821, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': 'FFFFFF', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/459295591915204608/P0byaGJj.jpeg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/459295591915204608/P0byaGJj.jpeg', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/875702138680246273/BfQLzf7G_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/875702138680246273/BfQLzf7G_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/742143/1485172490', 'profile_link_color': '1F527B', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'FFFFFF', 'profile_text_color': '5A5A5A', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",Wed Mar 07 11:15:11 +0000 2018,0.0,0.0,1.0,0.0
102,,,,Deadly helicopter crash in Chechnya https://t.co/j7LfeibOCT,"{'id': 742143, 'id_str': '742143', 'name': 'BBC News (World)', 'screen_name': 'BBCWorld', 'location': 'London, UK', 'description': ""News, features and analysis from the World's newsroom. Breaking news, follow @BBCBreaking. UK news, @BBCNews. Latest sports news @BBCSport"", 'url': 'https://t.co/7NEgoMwJy3', 'entities': {'url': {'urls': [{'url': 'https://t.co/7NEgoMwJy3', 'expanded_url': 'http://www.bbc.com/news', 'display_url': 'bbc.com/news', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 22804728, 'friends_count': 85, 'listed_count': 108093, 'created_at': 'Thu Feb 01 07:44:29 +0000 2007', 'favourites_count': 9, 'utc_offset': 0, 'time_zone': 'London', 'geo_enabled': False, 'verified': True, 'statuses_count': 274821, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': 'FFFFFF', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/459295591915204608/P0byaGJj.jpeg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/459295591915204608/P0byaGJj.jpeg', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/875702138680246273/BfQLzf7G_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/875702138680246273/BfQLzf7G_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/742143/1485172490', 'profile_link_color': '1F527B', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'FFFFFF', 'profile_text_color': '5A5A5A', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",Wed Mar 07 11:06:31 +0000 2018,-0.4019,0.0,0.649,0.351
103,,,,South African triathlete Mhlengi Gwala in hospital after attack with saw https://t.co/1ExNUCYpYN,"{'id': 742143, 'id_str': '742143', 'name': 'BBC News (World)', 'screen_name': 'BBCWorld', 'location': 'London, UK', 'description': ""News, features and analysis from the World's newsroom. Breaking news, follow @BBCBreaking. UK news, @BBCNews. Latest sports news @BBCSport"", 'url': 'https://t.co/7NEgoMwJy3', 'entities': {'url': {'urls': [{'url': 'https://t.co/7NEgoMwJy3', 'expanded_url': 'http://www.bbc.com/news', 'display_url': 'bbc.com/news', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 22804728, 'friends_count': 85, 'listed_count': 108093, 'created_at': 'Thu Feb 01 07:44:29 +0000 2007', 'favourites_count': 9, 'utc_offset': 0, 'time_zone': 'London', 'geo_enabled': False, 'verified': True, 'statuses_count': 274821, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': 'FFFFFF', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/459295591915204608/P0byaGJj.jpeg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/459295591915204608/P0byaGJj.jpeg', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/875702138680246273/BfQLzf7G_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/875702138680246273/BfQLzf7G_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/742143/1485172490', 'profile_link_color': '1F527B', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'FFFFFF', 'profile_text_color': '5A5A5A', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",Wed Mar 07 10:49:40 +0000 2018,-0.4767,0.0,0.78,0.22
104,,,,Coca-Cola plans Japan foray into alcohol https://t.co/5004c8cnP2,"{'id': 742143, 'id_str': '742143', 'name': 'BBC News (World)', 'screen_name': 'BBCWorld', 'location': 'London, UK', 'description': ""News, features and analysis from the World's newsroom. Breaking news, follow @BBCBreaking. UK news, @BBCNews. Latest sports news @BBCSport"", 'url': 'https://t.co/7NEgoMwJy3', 'entities': {'url': {'urls': [{'url': 'https://t.co/7NEgoMwJy3', 'expanded_url': 'http://www.bbc.com/news', 'display_url': 'bbc.com/news', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 22804728, 'friends_count': 85, 'listed_count': 108093, 'created_at': 'Thu Feb 01 07:44:29 +0000 2007', 'favourites_count': 9, 'utc_offset': 0, 'time_zone': 'London', 'geo_enabled': False, 'verified': True, 'statuses_count': 274821, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': 'FFFFFF', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/459295591915204608/P0byaGJj.jpeg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/459295591915204608/P0byaGJj.jpeg', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/875702138680246273/BfQLzf7G_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/875702138680246273/BfQLzf7G_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/742143/1485172490', 'profile_link_color': '1F527B', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'FFFFFF', 'profile_text_color': '5A5A5A', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",Wed Mar 07 09:01:50 +0000 2018,0.0,0.0,1.0,0.0
105,,,,RT @SallyBundockBBC: #Mattel is marking #InternationalWomensDay with a new set of Barbie dolls - who would you nominate and why? Suggestion…,"{'id': 742143, 'id_str': '742143', 'name': 'BBC News (World)', 'screen_name': 'BBCWorld', 'location': 'London, UK', 'description': ""News, features and analysis from the World's newsroom. Breaking news, follow @BBCBreaking. UK news, @BBCNews. Latest sports news @BBCSport"", 'url': 'https://t.co/7NEgoMwJy3', 'entities': {'url': {'urls': [{'url': 'https://t.co/7NEgoMwJy3', 'expanded_url': 'http://www.bbc.com/news', 'display_url': 'bbc.com/news', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 22804728, 'friends_count': 85, 'listed_count': 108093, 'created_at': 'Thu Feb 01 07:44:29 +0000 2007', 'favourites_count': 9, 'utc_offset': 0, 'time_zone': 'London', 'geo_enabled': False, 'verified': True, 'statuses_count': 274821, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': 'FFFFFF', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/459295591915204608/P0byaGJj.jpeg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/459295591915204608/P0byaGJj.jpeg', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/875702138680246273/BfQLzf7G_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/875702138680246273/BfQLzf7G_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/742143/1485172490', 'profile_link_color': '1F527B', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'FFFFFF', 'profile_text_color': '5A5A5A', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",Wed Mar 07 08:26:06 +0000 2018,0.0,0.0,1.0,0.0
106,,,,Terminal illness led to Australia's first same-sex marriage https://t.co/WrPYmBLXE8,"{'id': 742143, 'id_str': '742143', 'name': 'BBC News (World)', 'screen_name': 'BBCWorld', 'location': 'London, UK', 'description': ""News, features and analysis from the World's newsroom. Breaking news, follow @BBCBreaking. UK news, @BBCNews. Latest sports news @BBCSport"", 'url': 'https://t.co/7NEgoMwJy3', 'entities': {'url': {'urls': [{'url': 'https://t.co/7NEgoMwJy3', 'expanded_url': 'http://www.bbc.com/news', 'display_url': 'bbc.com/news', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 22804728, 'friends_count': 85, 'listed_count': 108093, 'created_at': 'Thu Feb 01 07:44:29 +0000 2007', 'favourites_count': 9, 'utc_offset': 0, 'time_zone': 'London', 'geo_enabled': False, 'verified': True, 'statuses_count': 274821, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': 'FFFFFF', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/459295591915204608/P0byaGJj.jpeg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/459295591915204608/P0byaGJj.jpeg', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/875702138680246273/BfQLzf7G_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/875702138680246273/BfQLzf7G_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/742143/1485172490', 'profile_link_color': '1F527B', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'FFFFFF', 'profile_text_color': '5A5A5A', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",Wed Mar 07 08:17:45 +0000 2018,-0.4019,0.0,0.748,0.252
107,,,,Blackberry sues Facebook in fight over app patents https://t.co/LeM00Hwf84,"{'id': 742143, 'id_str': '742143', 'name': 'BBC News (World)', 'screen_name': 'BBCWorld', 'location': 'London, UK', 'description': ""News, features and analysis from the World's newsroom. Breaking news, follow @BBCBreaking. UK news, @BBCNews. Latest sports news @BBCSport"", 'url': 'https://t.co/7NEgoMwJy3', 'entities': {'url': {'urls': [{'url': 'https://t.co/7NEgoMwJy3', 'expanded_url': 'http://www.bbc.com/news', 'display_url': 'bbc.com/news', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 22804728, 'friends_count': 85, 'listed_count': 108093, 'created_at': 'Thu Feb 01 07:44:29 +0000 2007', 'favourites_count': 9, 'utc_offset': 0, 'time_zone': 'London', 'geo_enabled': False, 'verified': True, 'statuses_count': 274821, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': 'FFFFFF', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/459295591915204608/P0byaGJj.jpeg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/459295591915204608/P0byaGJj.jpeg', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/875702138680246273/BfQLzf7G_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/875702138680246273/BfQLzf7G_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/742143/1485172490', 'profile_link_color': '1F527B', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'FFFFFF', 'profile_text_color': '5A5A5A', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",Wed Mar 07 08:17:43 +0000 2018,-0.3818,0.0,0.755,0.245
108,,,,Fyre Festival co-founder Billy McFarland admits fraud https://t.co/Hdc266B5do,"{'id': 742143, 'id_str': '742143', 'name': 'BBC News (World)', 'screen_name': 'BBCWorld', 'location': 'London, UK', 'description': ""News, features and analysis from the World's newsroom. Breaking news, follow @BBCBreaking. UK news, @BBCNews. Latest sports news @BBCSport"", 'url': 'https://t.co/7NEgoMwJy3', 'entities': {'url': {'urls': [{'url': 'https://t.co/7NEgoMwJy3', 'expanded_url': 'http://www.bbc.com/news', 'display_url': 'bbc.com/news', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 22804728, 'friends_count': 85, 'listed_count': 108093, 'created_at': 'Thu Feb 01 07:44:29 +0000 2007', 'favourites_count': 9, 'utc_offset': 0, 'time_zone': 'London', 'geo_enabled': False, 'verified': True, 'statuses_count': 274821, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': 'FFFFFF', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/459295591915204608/P0byaGJj.jpeg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/459295591915204608/P0byaGJj.jpeg', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/875702138680246273/BfQLzf7G_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/875702138680246273/BfQLzf7G_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/742143/1485172490', 'profile_link_color': '1F527B', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'FFFFFF', 'profile_text_color': '5A5A5A', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",Wed Mar 07 08:12:47 +0000 2018,0.1531,0.38,0.352,0.268
109,,,,RT @BBCSteveR: What are today's Russian papers saying about the Sergei Skripal story? There's limited coverage. But one pro-Kremlin paper c…,"{'id': 742143, 'id_str': '742143', 'name': 'BBC News (World)', 'screen_name': 'BBCWorld', 'location': 'London, UK', 'description': ""News, features and analysis from the World's newsroom. Breaking news, follow @BBCBreaking. UK news, @BBCNews. Latest sports news @BBCSport"", 'url': 'https://t.co/7NEgoMwJy3', 'entities': {'url': {'urls': [{'url': 'https://t.co/7NEgoMwJy3', 'expanded_url': 'http://www.bbc.com/news', 'display_url': 'bbc.com/news', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 22804728, 'friends_count': 85, 'listed_count': 108093, 'created_at': 'Thu Feb 01 07:44:29 +0000 2007', 'favourites_count': 9, 'utc_offset': 0, 'time_zone': 'London', 'geo_enabled': False, 'verified': True, 'statuses_count': 274821, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': 'FFFFFF', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/459295591915204608/P0byaGJj.jpeg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/459295591915204608/P0byaGJj.jpeg', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/875702138680246273/BfQLzf7G_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/875702138680246273/BfQLzf7G_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/742143/1485172490', 'profile_link_color': '1F527B', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'FFFFFF', 'profile_text_color': '5A5A5A', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",Wed Mar 07 07:56:51 +0000 2018,-0.2263,0.0,0.913,0.087
